Operation: R17, Current Value: 67, Part1: 0, Part2: 0
Operation: L4, Current Value: 0, Part1: 652, Part2: 3877
Operation: R70, Current Value: 70, Part1: 652, Part2: 3877
Operation: R73, Current Value: 43, Part1: 652, Part2: 3878
Operation: R56, Current Value: 99, Part1: 652, Part2: 3878
Operation: R901, Current Value: 0, Part1: 653, Part2: 3888
Operation: R346, Current Value: 46, Part1: 653, Part2: 3891
Operation: R71, Current Value: 17, Part1: 653, Part2: 3892
Operation: L17, Current Value: 0, Part1: 654, Part2: 3892
Operation: R33, Current Value: 33, Part1: 654, Part2: 3892
Operation: R67, Current Value: 0, Part1: 655, Part2: 3893
Operation: L81, Current Value: 19, Part1: 655, Part2: 3894
Operation: L19, Current Value: 0, Part1: 656, Part2: 3894
Operation: R36, Current Value: 36, Part1: 656, Part2: 3894
Operation: R18, Current Value: 54, Part1: 656, Part2: 3894
Operation: L54, Current Value: 0, Part1: 657, Part2: 3894
Operation: R981, Current Value: 81, Part1: 657, Part2: 3903
Operation: L3, Current Value: 78, Part1: 657, Part2: 3903
Operation: R840, Current Value: 18, Part1: 657, Part2: 3912
Operation: L91, Current Value: 27, Part1: 657, Part2: 3913
Operation: L27, Current Value: 0, Part1: 658, Part2: 3913
Operation: R54, Current Value: 54, Part1: 658, Part2: 3913
Operation: L87, Current Value: 67, Part1: 658, Part2: 3914
Operation: R33, Current Value: 0, Part1: 659, Part2: 3915
Operation: R88, Current Value: 88, Part1: 659, Part2: 3915
Operation: R19, Current Value: 7, Part1: 659, Part2: 3916
Operation: L22, Current Value: 85, Part1: 659, Part2: 3917
Operation: R38, Current Value: 23, Part1: 659, Part2: 3918
Operation: L90, Current Value: 33, Part1: 659, Part2: 3919
Operation: R11, Current Value: 44, Part1: 659, Part2: 3919
Operation: L44, Current Value: 0, Part1: 660, Part2: 3919
Operation: L73, Current Value: 27, Part1: 660, Part2: 3920
Operation: R737, Current Value: 64, Part1: 660, Part2: 3927
Operation: L64, Current Value: 0, Part1: 661, Part2: 3927
Operation: L92, Current Value: 8, Part1: 661, Part2: 3928
Operation: L8, Current Value: 0, Part1: 662, Part2: 3928
Operation: R7, Current Value: 7, Part1: 662, Part2: 3928
Operation: L322, Current Value: 85, Part1: 662, Part2: 3932
Operation: R948, Current Value: 33, Part1: 662, Part2: 3942
Operation: R67, Current Value: 0, Part1: 663, Part2: 3943
Operation: R45, Current Value: 45, Part1: 663, Part2: 3943
Operation: R5, Current Value: 50, Part1: 663, Part2: 3943
Operation: R63, Current Value: 13, Part1: 663, Part2: 3944
Operation: R3, Current Value: 16, Part1: 663, Part2: 3944
Operation: L416, Current Value: 0, Part1: 664, Part2: 3948
Operation: L9, Current Value: 91, Part1: 664, Part2: 3949
Operation: L91, Current Value: 0, Part1: 665, Part2: 3949
Operation: R41, Current Value: 41, Part1: 665, Part2: 3949
Operation: L341, Current Value: 0, Part1: 666, Part2: 3952
Operation: L35, Current Value: 65, Part1: 666, Part2: 3953
Operation: R35, Current Value: 0, Part1: 667, Part2: 3954
Operation: L390, Current Value: 10, Part1: 667, Part2: 3958
Operation: R90, Current Value: 0, Part1: 668, Part2: 3959
Operation: R20, Current Value: 20, Part1: 668, Part2: 3959
Operation: L20, Current Value: 0, Part1: 669, Part2: 3959
Operation: L78, Current Value: 22, Part1: 669, Part2: 3960
Operation: R35, Current Value: 57, Part1: 669, Part2: 3960
Operation: R96, Current Value: 53, Part1: 669, Part2: 3961
Operation: L48, Current Value: 5, Part1: 669, Part2: 3961
Operation: L59, Current Value: 46, Part1: 669, Part2: 3962
Operation: R169, Current Value: 15, Part1: 669, Part2: 3964
Operation: L22, Current Value: 93, Part1: 669, Part2: 3965
Operation: R607, Current Value: 0, Part1: 670, Part2: 3972
Operation: R82, Current Value: 82, Part1: 670, Part2: 3972
Operation: L73, Current Value: 9, Part1: 670, Part2: 3972
Operation: R91, Current Value: 0, Part1: 671, Part2: 3973
Operation: L881, Current Value: 19, Part1: 671, Part2: 3982
Operation: L19, Current Value: 0, Part1: 672, Part2: 3982
Operation: R55, Current Value: 55, Part1: 672, Part2: 3982
Operation: R68, Current Value: 23, Part1: 672, Part2: 3983
Operation: L23, Current Value: 0, Part1: 673, Part2: 3983
Operation: L844, Current Value: 56, Part1: 673, Part2: 3992
Operation: L579, Current Value: 77, Part1: 673, Part2: 3998
Operation: R131, Current Value: 8, Part1: 673, Part2: 4000
Operation: R59, Current Value: 67, Part1: 673, Part2: 4000
Operation: L63, Current Value: 4, Part1: 673, Part2: 4000
Operation: L6, Current Value: 98, Part1: 673, Part2: 4001
Operation: L58, Current Value: 40, Part1: 673, Part2: 4001
Operation: L75, Current Value: 65, Part1: 673, Part2: 4002
Operation: R17, Current Value: 82, Part1: 673, Part2: 4002
Operation: R5, Current Value: 87, Part1: 673, Part2: 4002
Operation: L5, Current Value: 82, Part1: 673, Part2: 4002
Operation: L579, Current Value: 3, Part1: 673, Part2: 4007
Operation: R20, Current Value: 23, Part1: 673, Part2: 4007
Operation: L658, Current Value: 65, Part1: 673, Part2: 4014
Operation: R14, Current Value: 79, Part1: 673, Part2: 4014
Operation: L659, Current Value: 20, Part1: 673, Part2: 4020
Operation: L432, Current Value: 88, Part1: 673, Part2: 4025
Operation: L80, Current Value: 8, Part1: 673, Part2: 4025
Operation: R47, Current Value: 55, Part1: 673, Part2: 4025
Operation: R9, Current Value: 64, Part1: 673, Part2: 4025
Operation: L53, Current Value: 11, Part1: 673, Part2: 4025
Operation: R503, Current Value: 14, Part1: 673, Part2: 4030
Operation: L89, Current Value: 25, Part1: 673, Part2: 4031
Operation: L25, Current Value: 0, Part1: 674, Part2: 4031
Operation: R6, Current Value: 6, Part1: 674, Part2: 4031
Operation: L61, Current Value: 45, Part1: 674, Part2: 4032
Operation: L68, Current Value: 77, Part1: 674, Part2: 4033
Operation: R23, Current Value: 0, Part1: 675, Part2: 4034
Operation: R12, Current Value: 12, Part1: 675, Part2: 4034
Operation: L12, Current Value: 0, Part1: 676, Part2: 4034
Operation: R53, Current Value: 53, Part1: 676, Part2: 4034
Operation: L94, Current Value: 59, Part1: 676, Part2: 4035
Operation: L64, Current Value: 95, Part1: 676, Part2: 4036
Operation: R5, Current Value: 0, Part1: 677, Part2: 4037
Operation: R17, Current Value: 17, Part1: 677, Part2: 4037
Operation: R83, Current Value: 0, Part1: 678, Part2: 4038
Operation: L33, Current Value: 67, Part1: 678, Part2: 4039
Operation: R71, Current Value: 38, Part1: 678, Part2: 4040
Operation: L38, Current Value: 0, Part1: 679, Part2: 4040
Operation: L60, Current Value: 40, Part1: 679, Part2: 4041
Operation: L40, Current Value: 0, Part1: 680, Part2: 4041
Operation: R171, Current Value: 71, Part1: 680, Part2: 4042
Operation: L28, Current Value: 43, Part1: 680, Part2: 4042
Operation: R45, Current Value: 88, Part1: 680, Part2: 4042
Operation: L441, Current Value: 47, Part1: 680, Part2: 4046
Operation: R83, Current Value: 30, Part1: 680, Part2: 4047
Operation: L68, Current Value: 62, Part1: 680, Part2: 4048
Operation: L151, Current Value: 11, Part1: 680, Part2: 4049
Operation: R89, Current Value: 0, Part1: 681, Part2: 4050
Operation: L183, Current Value: 17, Part1: 681, Part2: 4052
Operation: L217, Current Value: 0, Part1: 682, Part2: 4054
Operation: R157, Current Value: 57, Part1: 682, Part2: 4055
Operation: R88, Current Value: 45, Part1: 682, Part2: 4056
Operation: R33, Current Value: 78, Part1: 682, Part2: 4056
Operation: L4, Current Value: 74, Part1: 682, Part2: 4056
Operation: R38, Current Value: 12, Part1: 682, Part2: 4057
Operation: R888, Current Value: 0, Part1: 683, Part2: 4066
Operation: R45, Current Value: 45, Part1: 683, Part2: 4066
Operation: R51, Current Value: 96, Part1: 683, Part2: 4066
Operation: R77, Current Value: 73, Part1: 683, Part2: 4067
Operation: L64, Current Value: 9, Part1: 683, Part2: 4067
Operation: L9, Current Value: 0, Part1: 684, Part2: 4067
Operation: R81, Current Value: 81, Part1: 684, Part2: 4067
Operation: R419, Current Value: 0, Part1: 685, Part2: 4072
Operation: R93, Current Value: 93, Part1: 685, Part2: 4072
Operation: R7, Current Value: 0, Part1: 686, Part2: 4073
Operation: R76, Current Value: 76, Part1: 686, Part2: 4073
Operation: R24, Current Value: 0, Part1: 687, Part2: 4074
Operation: L83, Current Value: 17, Part1: 687, Part2: 4075
Operation: L17, Current Value: 0, Part1: 688, Part2: 4075
Operation: R39, Current Value: 39, Part1: 688, Part2: 4075
Operation: R81, Current Value: 20, Part1: 688, Part2: 4076
Operation: L33, Current Value: 87, Part1: 688, Part2: 4077
Operation: L87, Current Value: 0, Part1: 689, Part2: 4077
Operation: R34, Current Value: 34, Part1: 689, Part2: 4077
Operation: R59, Current Value: 93, Part1: 689, Part2: 4077
Operation: L20, Current Value: 73, Part1: 689, Part2: 4077
Operation: R27, Current Value: 0, Part1: 690, Part2: 4078
Operation: L87, Current Value: 13, Part1: 690, Part2: 4079
Operation: L33, Current Value: 80, Part1: 690, Part2: 4080
Operation: L60, Current Value: 20, Part1: 690, Part2: 4080
Operation: L21, Current Value: 99, Part1: 690, Part2: 4081
Operation: L93, Current Value: 6, Part1: 690, Part2: 4081
Operation: L271, Current Value: 35, Part1: 690, Part2: 4084
Operation: R44, Current Value: 79, Part1: 690, Part2: 4084
Operation: R73, Current Value: 52, Part1: 690, Part2: 4085
Operation: R39, Current Value: 91, Part1: 690, Part2: 4085
Operation: L991, Current Value: 0, Part1: 691, Part2: 4094
Operation: R13, Current Value: 13, Part1: 691, Part2: 4094
Operation: R87, Current Value: 0, Part1: 692, Part2: 4095
Operation: L33, Current Value: 67, Part1: 692, Part2: 4096
Operation: L82, Current Value: 85, Part1: 692, Part2: 4097
Operation: R480, Current Value: 65, Part1: 692, Part2: 4102
Operation: L3, Current Value: 62, Part1: 692, Part2: 4102
Operation: L578, Current Value: 84, Part1: 692, Part2: 4108
Operation: L84, Current Value: 0, Part1: 693, Part2: 4108
Operation: L26, Current Value: 74, Part1: 693, Part2: 4109
Operation: R79, Current Value: 53, Part1: 693, Part2: 4110
Operation: R653, Current Value: 6, Part1: 693, Part2: 4117
Operation: R94, Current Value: 0, Part1: 694, Part2: 4118
Operation: R80, Current Value: 80, Part1: 694, Part2: 4118
Operation: L80, Current Value: 0, Part1: 695, Part2: 4118
Operation: R23, Current Value: 23, Part1: 695, Part2: 4118
Operation: L423, Current Value: 0, Part1: 696, Part2: 4122
Operation: L30, Current Value: 70, Part1: 696, Part2: 4123
Operation: L87, Current Value: 83, Part1: 696, Part2: 4124
Operation: L97, Current Value: 86, Part1: 696, Part2: 4125
Operation: L86, Current Value: 0, Part1: 697, Part2: 4125
Operation: R29, Current Value: 29, Part1: 697, Part2: 4125
Operation: R61, Current Value: 90, Part1: 697, Part2: 4125
Operation: R94, Current Value: 84, Part1: 697, Part2: 4126
Operation: R16, Current Value: 0, Part1: 698, Part2: 4127
Operation: L4, Current Value: 96, Part1: 698, Part2: 4128
Operation: L96, Current Value: 0, Part1: 699, Part2: 4128
Operation: L32, Current Value: 68, Part1: 699, Part2: 4129
Operation: L9, Current Value: 59, Part1: 699, Part2: 4129
Operation: R541, Current Value: 0, Part1: 700, Part2: 4135
Operation: R2, Current Value: 2, Part1: 700, Part2: 4135
Operation: R98, Current Value: 0, Part1: 701, Part2: 4136
Operation: R5, Current Value: 5, Part1: 701, Part2: 4136
Operation: R508, Current Value: 13, Part1: 701, Part2: 4141
Operation: L22, Current Value: 91, Part1: 701, Part2: 4142
Operation: L95, Current Value: 96, Part1: 701, Part2: 4143
Operation: R4, Current Value: 0, Part1: 702, Part2: 4144
Operation: L21, Current Value: 79, Part1: 702, Part2: 4145
Operation: L79, Current Value: 0, Part1: 703, Part2: 4145
Operation: R68, Current Value: 68, Part1: 703, Part2: 4145
Operation: L468, Current Value: 0, Part1: 704, Part2: 4149
Operation: L684, Current Value: 16, Part1: 704, Part2: 4156
Operation: R84, Current Value: 0, Part1: 705, Part2: 4157
Operation: L73, Current Value: 27, Part1: 705, Part2: 4158
Operation: L48, Current Value: 79, Part1: 705, Part2: 4159
Operation: R59, Current Value: 38, Part1: 705, Part2: 4160
Operation: L77, Current Value: 61, Part1: 705, Part2: 4161
Operation: L364, Current Value: 97, Part1: 705, Part2: 4165
Operation: L97, Current Value: 0, Part1: 706, Part2: 4165
Operation: L60, Current Value: 40, Part1: 706, Part2: 4166
Operation: L740, Current Value: 0, Part1: 707, Part2: 4173
Operation: R512, Current Value: 12, Part1: 707, Part2: 4178
Operation: L248, Current Value: 64, Part1: 707, Part2: 4181
Operation: L45, Current Value: 19, Part1: 707, Part2: 4181
Operation: R81, Current Value: 0, Part1: 708, Part2: 4182
Operation: L20, Current Value: 80, Part1: 708, Part2: 4183
Operation: L48, Current Value: 32, Part1: 708, Part2: 4183
Operation: R968, Current Value: 0, Part1: 709, Part2: 4193
Operation: R880, Current Value: 80, Part1: 709, Part2: 4201
Operation: L22, Current Value: 58, Part1: 709, Part2: 4201
Operation: R42, Current Value: 0, Part1: 710, Part2: 4202
Operation: R17, Current Value: 17, Part1: 710, Part2: 4202
Operation: R750, Current Value: 67, Part1: 710, Part2: 4209
Operation: L967, Current Value: 0, Part1: 711, Part2: 4218
Operation: R1, Current Value: 1, Part1: 711, Part2: 4218
Operation: R99, Current Value: 0, Part1: 712, Part2: 4219
Operation: R15, Current Value: 15, Part1: 712, Part2: 4219
Operation: R58, Current Value: 73, Part1: 712, Part2: 4219
Operation: R27, Current Value: 0, Part1: 713, Part2: 4220
Operation: R18, Current Value: 18, Part1: 713, Part2: 4220
Operation: L70, Current Value: 48, Part1: 713, Part2: 4221
Operation: L348, Current Value: 0, Part1: 714, Part2: 4224
Operation: R68, Current Value: 68, Part1: 714, Part2: 4224
Operation: L70, Current Value: 98, Part1: 714, Part2: 4225
Operation: R921, Current Value: 19, Part1: 714, Part2: 4235
Operation: R543, Current Value: 62, Part1: 714, Part2: 4240
Operation: L62, Current Value: 0, Part1: 715, Part2: 4240
Operation: R987, Current Value: 87, Part1: 715, Part2: 4249
Operation: L87, Current Value: 0, Part1: 716, Part2: 4249
Operation: L91, Current Value: 9, Part1: 716, Part2: 4250
Operation: L31, Current Value: 78, Part1: 716, Part2: 4251
Operation: R22, Current Value: 0, Part1: 717, Part2: 4252
Operation: R88, Current Value: 88, Part1: 717, Part2: 4252
Operation: L88, Current Value: 0, Part1: 718, Part2: 4252
Operation: L13, Current Value: 87, Part1: 718, Part2: 4253
Operation: R12, Current Value: 99, Part1: 718, Part2: 4253
Operation: R40, Current Value: 39, Part1: 718, Part2: 4254
Operation: L64, Current Value: 75, Part1: 718, Part2: 4255
Operation: R64, Current Value: 39, Part1: 718, Part2: 4256
Operation: L97, Current Value: 42, Part1: 718, Part2: 4257
Operation: R80, Current Value: 22, Part1: 718, Part2: 4258
Operation: L76, Current Value: 46, Part1: 718, Part2: 4259
Operation: L746, Current Value: 0, Part1: 719, Part2: 4266
Operation: R82, Current Value: 82, Part1: 719, Part2: 4266
Operation: R18, Current Value: 0, Part1: 720, Part2: 4267
Operation: L77, Current Value: 23, Part1: 720, Part2: 4268
Operation: R782, Current Value: 5, Part1: 720, Part2: 4276
Operation: L5, Current Value: 0, Part1: 721, Part2: 4276
Operation: L111, Current Value: 89, Part1: 721, Part2: 4278
Operation: L89, Current Value: 0, Part1: 722, Part2: 4278
Operation: L634, Current Value: 66, Part1: 722, Part2: 4285
Operation: L66, Current Value: 0, Part1: 723, Part2: 4285
Operation: L73, Current Value: 27, Part1: 723, Part2: 4286
Operation: R91, Current Value: 18, Part1: 723, Part2: 4287
Operation: R82, Current Value: 0, Part1: 724, Part2: 4288
Operation: L628, Current Value: 72, Part1: 724, Part2: 4295
Operation: R95, Current Value: 67, Part1: 724, Part2: 4296
Operation: R75, Current Value: 42, Part1: 724, Part2: 4297
Operation: R58, Current Value: 0, Part1: 725, Part2: 4298
Operation: R69, Current Value: 69, Part1: 725, Part2: 4298
Operation: R27, Current Value: 96, Part1: 725, Part2: 4298
Operation: L12, Current Value: 84, Part1: 725, Part2: 4298
Operation: R16, Current Value: 0, Part1: 726, Part2: 4299
Operation: R98, Current Value: 98, Part1: 726, Part2: 4299
Operation: R53, Current Value: 51, Part1: 726, Part2: 4300
Operation: R849, Current Value: 0, Part1: 727, Part2: 4309
Operation: L65, Current Value: 35, Part1: 727, Part2: 4310
Operation: L75, Current Value: 60, Part1: 727, Part2: 4311
Operation: R58, Current Value: 18, Part1: 727, Part2: 4312
Operation: R82, Current Value: 0, Part1: 728, Part2: 4313
Operation: R65, Current Value: 65, Part1: 728, Part2: 4313
Operation: L65, Current Value: 0, Part1: 729, Part2: 4313
Operation: R82, Current Value: 82, Part1: 729, Part2: 4313
Operation: R64, Current Value: 46, Part1: 729, Part2: 4314
Operation: R13, Current Value: 59, Part1: 729, Part2: 4314
Operation: L59, Current Value: 0, Part1: 730, Part2: 4314
Operation: L297, Current Value: 3, Part1: 730, Part2: 4317
Operation: R97, Current Value: 0, Part1: 731, Part2: 4318
Operation: R21, Current Value: 21, Part1: 731, Part2: 4318
Operation: L21, Current Value: 0, Part1: 732, Part2: 4318
Operation: R787, Current Value: 87, Part1: 732, Part2: 4325
Operation: L87, Current Value: 0, Part1: 733, Part2: 4325
Operation: L811, Current Value: 89, Part1: 733, Part2: 4334
Operation: R11, Current Value: 0, Part1: 734, Part2: 4335
Operation: L45, Current Value: 55, Part1: 734, Part2: 4336
Operation: L192, Current Value: 63, Part1: 734, Part2: 4338
Operation: R8, Current Value: 71, Part1: 734, Part2: 4338
Operation: L95, Current Value: 76, Part1: 734, Part2: 4339
Operation: R21, Current Value: 97, Part1: 734, Part2: 4339
Operation: R24, Current Value: 21, Part1: 734, Part2: 4340
Operation: R56, Current Value: 77, Part1: 734, Part2: 4340
Operation: R13, Current Value: 90, Part1: 734, Part2: 4340
Operation: L590, Current Value: 0, Part1: 735, Part2: 4345
Operation: R94, Current Value: 94, Part1: 735, Part2: 4345
